title,cast,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio
Meet Me in Montenegro,", Alex Holdridge, Linnea Saasen, Rupert Friend, Jennifer Ulrich, Stuart Manashil, Mia Jacob, Ben Braun, Lena Ehlers",,"Romance, 
                        
                        Comedy",English,"Alex Holdridge , Linnea Saasen","Chris Aagaard , Seth Caplan , Ineke Hagedorn , Alex Holdridge , Peter Principato , Linnea Saasen , Paul Young","Alex Holdridge , Linnea Saasen","Jul 10, 2015 limited","Oct 20, 2015",$6.0K,1h 30m,The Orchard,,
The 10 Year Plan,", Jack Turner, Michael Adam Hamilton, Teri Reeves, Moronai Kanekoa, Adam Bucci, Michael Rothhaar, Debra Wilson, Ben Palacios, Trevor Kuhn, Chris Reid, Nathan Peterson",,"Romance, 
                        
                        Lgbtq+",English,J.C. Calciano,"J.C. Calciano , Derek Zemrak",J.C. Calciano,,"Jul 28, 2015",,1h 30m,,,
Women and Sometimes Men,", Ian Shepard",,,,Lesley Demetriades,,,,,,,,,
Disappearance at Clifton Hill,", Tuppence Middleton, Hannah Gross, Marie-Josée Croze, Eric Johnson, David Cronenberg, Andy McQueen, Noah Reid, Dan Lett, Aaron Poole",,"Drama, 
                        
                        Mystery & thriller",English,Albert Shin,"Fraser Ash , Kevin Krikst","James Schultz , Albert Shin","Feb 28, 2020 limited","Feb 28, 2020",$23.7K,1h 40m,IFC Midnight,,
I Still Believe,", K.J. Apa, Britt Robertson, Shania Twain, Gary Sinise, Melissa Roxburgh, Tanya Christiansen, Rebecca Chulew, Nathan Parsons, Abigail Cowen, Cameron Arnett",PG (Thematic Material),"Biography, 
                        
                        Drama, 
                        
                        Romance, 
                        
                        Music",English,"Jon Erwin , Andrew Erwin",Kevin Downes,"Jon Erwin , Jon Gunn","Mar 13, 2020 wide","Mar 26, 2020",$9.1M,1h 55m,Lionsgate Films,,Scope (2.35:1)
This Mountain Life,", Barry Blanchard",,"Documentary, 
                        
                        Adventure",English,Grant Baldwin,Jenny Rustemeyer,"Grant Baldwin , Jenny Rustemeyer",,"Apr 1, 2019",,1h 16m,,,
The Tracker,", David Gulpilil, Gary Sweet, Damon Gameau, Grant Page, Noel Wilton",,Drama,English,Rolf de Heer,"Julie Ryan , Rolf de Heer",Rolf de Heer,"Jan 16, 2004 wide","Sep 27, 2005",,1h 38m,ArtMattan Productions,Dolby Digital,
Drag Kids,", Queen Lactatia, Laddy GaGa, Bracken Hanke, Suzan Bee Anthony",,Documentary,English,Megan Wennberg,"Erin Oakes , Edward Peill",Megan Wennberg,,"Dec 22, 2019",,1h 20m,,,
AKA Jane Roe,", Norma McCorvey",,Documentary,English,Nick Sweeney,,,,"May 23, 2020",,,,,
Rocketman,", Waldo Stakes",,"Documentary, 
                        
                        Adventure, 
                        
                        Comedy",English,Toby Brusseau,Toby Brusseau,Michael Linn,,"Apr 24, 2020",,1h 25m,,,
The Painter and the Thief,", Barbora Kysilkova, Karl-Bertil Nordland, Øystein Stene",,Documentary,English,Benjamin Ree,Ingvil Giske,,"May 22, 2020 limited","May 22, 2020",,1h 42m,Neon,,
Top End Wedding,", Gwilym Lee, Kerry Fox, Miranda Tapsell, Rob Collins, Huw Higginson, Shari Sebbens, Tracy Mann, Travis Jeffery, Josh McConville, Ursula Yovich",,"Romance, 
                        
                        Comedy",English (Australia),Wayne Blair,,"Miranda Tapsell , Joshua Tyler",,"Jan 21, 2020",,1h 53m,,,
2nd Date Sex,", George MacKay, Alexandra Roach, Michael Socha, Emma Catherine Rigby, Kae Alexander, Holli Dempsey, Tom Bell, Tom Palmer",,"Romance, 
                        
                        Comedy",English (United Kingdom),Rachel Hirons,"Maggie Monteith , Paul Raphael , David Wade",Rachel Hirons,"Nov 1, 2019 limited","Nov 1, 2019",,1h 38m,,,
Above the Shadows,", Olivia Thirlby, Alan Ritchson, Megan Fox, Jim Gaffigan, Maria Dizzia, Tito Ortiz, David Johansen, Patricia Pinto, Owen Campbell, Kareem Savinon, Michael Sirow, Asra Arif, Lou Martini Jr., Taylor Selé, Jerry Todisco",,"Drama, 
                        
                        Fantasy",English,Claudia Myers,"Khris Baxter , Mark Schacknies , Tara Sickmeier",Claudia Myers,"Jul 19, 2019 limited","Jul 19, 2019",,1h 45m,Gravitas Ventures,,
Already Tomorrow in Hong Kong,", Bryan Greenberg, Jamie Chung, Richard Ng, Sarah Lian, Linda Trinh, Jaeden Cheng, Collin Leydon",,"Romance, 
                        
                        Comedy",English,Emily Ting,"Sophia Shek , Emily Ting",Emily Ting,"Feb 12, 2016 limited","Jan 17, 2017",,1h 18m,Gravitas Ventures,,
Autonomy,", Malcolm Gladwell",,Documentary,English,Alex Horwitz,"Christopher Boyd , Nicholas Cambata , Kevin Mann",,"Nov 15, 2019 limited","Oct 29, 2019",,1h 20m,Gravitas Ventures,,
Big Men,", Jeffrey Harris, Bill Hayes",,Documentary,English,Rachel Boynton,Rachel Boynton,Rachel Boynton,"Mar 14, 2014 limited","Jun 4, 2016",$43.2K,1h 39m,Abramorama,,
Da Sweet Blood of Jesus,", Stephen Tyrone Williams, Zaraah Abrahams, Rami Malek, Elvis Nolasco, Thomas Jefferson Byrd, Joie Lee, Jeni Perillo, Katherine Borowitz, Donna Dixon",,"Mystery & thriller, 
                        
                        Comedy, 
                        
                        Drama",English,Spike Lee,,Spike Lee,"Feb 13, 2015 limited","May 26, 2015",,2h 3m,Gravitas Ventures,,
Saving Atlantis,", Peter Coyote",,Documentary,English,"David Baker , Justin R. Smith","David Baker , Justin R. Smith",David Baker,"Feb 15, 2018 limited","Nov 14, 2019",,1h 30m,,,
My Friend Dahmer,", Ross Lynch, Alex Wolff, Anne Heche, Dallas Roberts, Miles Robbins, Vincent Kartheiser, Cameron McKendry, Harrison Holzer, Christopher Mele, Tommy Nelson",R (Disturbing Images|Brief Nudity|Teen Drug Use|Drinking|Language|Sexual Content),"Biography, 
                        
                        Drama",English,Marc Meyers,"Jody Girgenti , Marc Meyers , Adam Goldworm , Michael Merlob , Milan Chakraborty",Marc Meyers,"Nov 3, 2017 limited","Feb 6, 2018",$1.3M,1h 47m,FilmRise,,
Saving Flora,", Jenna Ortega, David Arquette, Tom Arnold, Rhea Perlman, Leonor Varela, Terry Moore, Michael Patrick McGill, Massi Furlan, Eddie Alfano, Martin Martinez, Galen Howard, Mars Crain, Cindy Chu, Frank Gallegos",,"Kids & family, 
                        
                        Drama, 
                        
                        Adventure",English,Mark Drury Taylor,"Brad Billington , Fabio Golombek , Amber Wang",David Moss,"Jun 14, 2019 limited","Jun 14, 2019",,1h 36m,Synkronized,,
The Boy Downstairs,", Zosia Mamet, Matthew Shear, Deirdre O'Connell, Sarah Ramos, Diana Irvine, Arliss Howard, Deborah Offner, David Wohl, Jeff Ward, Theo Stockman, Liz Larsen, Sabina Friedman-Seitz",PG-13 (Brief Strong Language|Some Sexual Material|Drug References),"Romance, 
                        
                        Comedy",English,Sophie Brooks,"David Brooks , Leon Clarance , Dan Clifton",Sophie Brooks,"Feb 16, 2018 limited","Mar 8, 2018",$7.2K,1h 31m,FilmRise,,
The Cat Rescuers,", Tara Green, Claire Corey, Stuart Siet, Latonya Walker",,Documentary,English,"Rob Fruchtman , Steve Lawrence","Rob Fruchtman , Steve Lawrence",,"Jul 5, 2019 limited","Oct 15, 2019",$7.0K,1h 27m,Balcony Releasing,,
Delivered,", David Strickland, Ron Eldard, Leslie Stefanson, Scott Bairstow, Nicky Katt, Jillian Armenante, Bob Morrisey, Mark Berry",R,"Comedy, 
                        
                        Drama",English,Guy Ferland,"Brian Swadstrom , Mickey Liddell , Guy Ferland",,,"May 22, 2017",,1h 30m,,,
Spaceship Earth,,,Documentary,English,Kevin McMahon,,,,,,,,,
The Hustle,", Charlie Murphy, Al Shearer, John Witherspoon, David Alan Grier, Tamala Jones, Brigitte Nielsen, Tommy ""Tiny"" Lister, Kym Whitley",R (Language),Comedy,English,Deon Taylor,"Deon Taylor , Amberr Washington",Deon Taylor,,"Jul 5, 2011",,1h 37m,,,
Fine Lines,", Conrad Anker",,Documentary,English,Dina Khreino,Dina Khreino,,,"Dec 6, 2019",,1h 36m,,,
Pain and Glory,", Antonio Banderas, Asier Etxeandia, Penélope Cruz, Leonardo Sbaraglia, Julieta Serrano, Nora Navas, Raúl Arévalo, Cecilia Roth, Pedro Casablanc, Susi Sánchez",R (Language|Drug Use|Some Graphic Nudity),Drama,Spanish (Spain),Pedro Almodóvar,"Agustín Almodóvar , Esther García",Pedro Almodóvar,"Oct 4, 2019 limited","Nov 8, 2019",$4.6M,1h 53m,Sony Pictures Classics,"SDDS, Dolby Digital, DTS",Flat (1.85:1)
The 33,", Antonio Banderas, Rodrigo Santoro, Juliette Binoche, Gabriel Byrne, Lou Diamond Phillips, Mario Casas, Juan Pablo Raba, Tenoch Huerta, Adriana Barraza, Kate del Castillo, Cote de Pablo, Bob Gunton, James Brolin, Jacob Vargas, Oscar Nunez, Marco Treviño, Elizabeth De Razzo, Naomi Scott, Gustavo Angarita",PG-13 (Some Language|A Disaster Sequence),Drama,English,Patricia Riggen,"Mike Medavoy , Edward McGurn , Robert Katz","Mikko Alanne , Craig Borten , Michael Thomas","Nov 13, 2015 wide","Feb 16, 2016",$12.0M,2h 5m,Warner Bros. Pictures,,
The Lodge,", Riley Keough, Jaeden Martell, Lia McHugh, Richard Armitage, Alicia Silverstone, Katelyn Wells, Dan Keough, Lola Reid",R (Language and Brief Nudity|Disturbing Violence|Some Bloody Images),"Horror, 
                        
                        Mystery & thriller",English,"Veronika Franz , Severin Fiala","Simon Oakes , Aaron Ryder , Aliza James","Sergio Casci , Veronika Franz , Severin Fiala","Feb 7, 2020 limited","May 3, 2020",$2.1M,1h 48m,Neon,,Flat (1.85:1)
After Class,", Justin Long, Fran Drescher, Richard Schiff, Kate Berlant, Becky Ann Baker, Camrus Johnson, Tyler Wladis, Dana Eskelson, Samrat Chakrabarti, Michael Godere",,Comedy,English,Daniel Schechter,"Lawrence Greenberg , Courtenay Johnson , Jordan Kessler",Daniel Schechter,"Dec 9, 2019 limited","Dec 4, 2019",,1h 33m,Gravitas Ventures,,
I Am Alone,", Gareth David-Lloyd, Gunner Wright, Katy Bodenhamer, Marshal Hilton, Rory Zacher, Dave Frank, Dalyn Pearson, John Best",,"Horror, 
                        
                        Mystery & thriller",English,Robert A. Palmer,Suzy Beck,"Robert A. Palmer , Michael A. Weiss",,"Sep 26, 2017",,1h 28m,,,
In the Radiant City,", Michael Abbott Jr., Marin Ireland, Madisen Beaty, Celia Weston, Jon Michael Hill, Deirdre O'Connell, Paul Sparks, Cheryl Abrao, Spencer Korcz",,Drama,English,Rachel Lambert,"Sonny Mallhi , Jeff Nichols","Nathan Gregorski , Rachel Lambert",,"Jul 10, 2017",,1h 35m,,,
The Dinner,", Giovanni Nervo, Isabela Lafin, Bruno Rapone, Rafael Grendene",,Mystery & thriller,Portuguese (Brazil),Rafael Grendene,,,,,,18m,,,
Toxic Beauty,,,Documentary,English,Phyllis Ellis,"Stephen Paniccia , Barri Cohen",Phyllis Ellis,,"Jan 26, 2020",,1h 30m,,,
Cunningham,", Carolyn Brown, John Cage, Ashley Chen, Brandon Collwes, Dylan Crossman, Julie Cunningham, Jennifer Goggans, Lindsey Jones",PG (Some Smoking),"Documentary, 
                        
                        Biography, 
                        
                        Music",English,Alla Kovgan,"Helge Albers , Ilann Girard , Elizabeth Delude-Dix , Kelly Gilpatrick , Alla Kovgan , Derrick Tseng",Alla Kovgan,"Dec 13, 2019 limited","Jan 3, 2020",$265.0K,1h 33m,Magnolia Pictures,,Flat (1.85:1)
Paranormal Activity 3,", Katie Featherston, Sprague Grayden, Lauren Bittner, Christopher Nicholas Smith, Chloe Csengery, Mark Fredrichs, Brian Boland, Dustin Ingram, Jessica Tyler Brown",R (Drug Use|Brief Sexuality|Language|Some Violence),"Horror, 
                        
                        Mystery & thriller",English,"Henry Joost , Ariel Schulman","Jason Blum , Oren Peli",Christopher Landon,"Oct 21, 2011 wide","Jan 24, 2012",$104.0M,1h 21m,Paramount Pictures,,
2 Days in Paris,", Julie Delpy, Adam Goldberg, Daniel Brühl, Albert Delpy, Alexia Landeau, Marie Pillet, Adan Jodorowsky",R (Sexual Content|Language|Some Nudity),"Comedy, 
                        
                        Romance",English,Julie Delpy,"Christophe Mazodier , Thierry Potok",Julie Delpy,"Aug 10, 2007 limited","Feb 5, 2008",$4.4M,1h 36m,Samuel Goldwyn Company,,
Blame,", Damian de Montemas, Sophie Lowe, Kestie Morassi, Simon Stone, Mark Leonard Winter, Ashley Zukerman, Saskia Hampele, Greg McNeill",R (Brief Violence|Strong Language),"Drama, 
                        
                        Mystery & thriller",English,Michael Henry,"Ryan Hodgson , Melissa Kelly , Michael Ormond Robinson",Michael Henry,,"Mar 7, 2019",,1h 29m,,,
This is Not Berlin,", Xabiani Ponce de León, José Antonio Toledano, Mauro Sanchez Navarro, Klaudia Garcia, Ximena Romo, Américo Hollander, Hari Sama, Marina de Tavira, Lumi Cavazos",,Drama,Spanish,Hari Sama,,"Rodrigo Ordoñez , Hari Sama , Max Zunino","Aug 23, 2019 limited","Oct 5, 2019",,1h 55m,Samuel Goldwyn Films,,
Vault,", Laci Szabo, Bas Rutten, Diana Lee Inosanto, Suzanne Karseras, Paul Logan, G. Anthony Joseph, Steven Gridley, Brynn Lucas",PG-13,Action,English,Ric Moxley,"G. Anthony Joseph , Daniel Springen","Cauri Jaye , Sam Crystal , Ric Moxley",,"May 27, 2019",,1h 27m,,,
Little Joe,", Emily Beecham, Ben Whishaw, Kit Connor, Kerry Fox, David Wilmot, Leanne Best, Phénix Brossard, Lindsay Duncan, Sebastian Hülk, Goran Kostic, Jessie-Mae Alonzo, Jason Cloud, Marie Noel",,"Horror, 
                        
                        Sci-fi",English (United Kingdom),Jessica Hausner,"Philippe Bober , Bruno Wagner , Martin Gschlacht","Jessica Hausner , Géraldine Bajard","Dec 6, 2019 limited","Dec 6, 2019",$23.3K,1h 45m,Magnolia Pictures,,Flat (1.85:1)
Barking Dogs Never Bite,", Lee Sung-jae, Bae Doo-na, Byun Hee-bong",,Comedy,Korean,Bong Joon Ho,,"Bong Joon Ho , Tae-woong Derek Son , Song Ji-ho",,"Jul 20, 2010",,1h 48m,,,
Cashback,", Sean Biggerstaff, Emilia Fox, Shaun Evans, Michelle Ryan, Stuart Goodwin, Michael Dixon, Michael Lambourne, Marc Pickering",R (Sexual Content|Language|Graphic Nudity),"Romance, 
                        
                        Comedy, 
                        
                        Drama",English,Sean Ellis,"Lene Bausager , Sean Ellis",Sean Ellis,"Jul 20, 2007 limited","Jul 24, 2007",$24.9K,1h 42m,Magnolia Pictures,Dolby Digital,
Jesus Camp,", Mike Papantonio, Ted Haggard, Becky Fischer, Lou Engle",PG-13 (Mature Subject Matter),Documentary,English,"Heidi Ewing , Rachel Grady","Heidi Ewing , Rachel Grady",,"Sep 15, 2006 limited","Jan 23, 2007",$901.5K,1h 27m,Magnolia Films,,
Let the Right One In,", Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl, Karin Bergquist, Peter Carlberg, Ika Nord, Mikael Rahm",R (Brief Nudity|Bloody Violence|Disturbing Images|Language),Horror,Swedish,Tomas Alfredson,"Carl Molinder , John Nordling",John Ajvide Lindqvist,"Oct 24, 2008 limited","Mar 10, 2009",$2.1M,1h 54m,,Dolby SRD,
Melancholia,", Mu-Shaka Benson, Susan Atwood, Mela Hudson",,"Drama, 
                        
                        Mystery & thriller",English,Redouane Elghazi,Redouane Elghazi,Redouane Elghazi,,"Apr 21, 2019",,20m,,,
Mother,", Kinuyo Tanaka, Masao Mishima, Akihiko Katayama, Kyoko Kagawa, Eiji Okada",,Drama,Japanese,Mikio Naruse,Ichiro Nagashima,Yôko Mizuki,,,,1h 40m,,,
Parasite,", David Gaffney, Julia Matias, Marissa Hall, David W. Akin",,"Horror, 
                        
                        Sci-fi",English,,,,,,,1h 30m,,,
The Host,", Saoirse Ronan, Jake Abel, Max Irons, Frances Fisher, Chandler Canterbury, William Hurt, Diane Kruger, Boyd Holbrook, Bokeem Woodbine, Scott Lawrence, J.D. Evermore, Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Stephen Rider, Jaylen Moore, Stephen Conroy, Lee Hardee, Mustafa Harris, Tatanka Means",PG-13 (Violence|Some Sensuality),"Sci-fi, 
                        
                        Romance, 
                        
                        Adventure",English,Andrew Niccol,"Nick Wechsler , Steve Schwartz , Paula Mae Schwartz , Stephenie Meyer",Andrew Niccol,"Mar 29, 2013 wide","Jul 9, 2013",$26.6M,2h 5m,Open Road,,
The Queen of Versailles,", Lorraine Barrett, Jaqueline Siegel",PG (Thematic Elements|Language),Documentary,English,Lauren Greenfield,"Danielle Renfrew Behrens , Lauren Greenfield",Lauren Greenfield,"Jul 20, 2012 original","Nov 13, 2012",$2.4M,1h 40m,,,
Who Let the Dogs Out,", John Diemer",,Documentary,English,Brent Hodge,Aly Kelly,"John Diemer , Brent Hodge",,"Dec 6, 2019",,1h 10m,,,
Portrait of a Lady on Fire,", Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino, Christel Baras, Armande Boulanger, Guy Delamarche, Michèle Clément",R (Some Nudity and Sexuality),"Romance, 
                        
                        History, 
                        
                        Drama, 
                        
                        Lgbtq+",French (France),Céline Sciamma,"Bénédicte Couvreur , Véronique Cayla",Céline Sciamma,"Dec 6, 2019 limited","Apr 3, 2020",$3.8M,2h 1m,Neon,Dolby Digital,Flat (1.85:1)
Brown Girl Begins,", Mouna Traoré, Nigel Shawn Williams, Shakura S'Aida, Emmanuel Kabongo, Allison Augustin, Measha Brueggergosman, Hannah Chantée, Alli Chung",,"Fantasy, 
                        
                        Sci-fi",English,Sharon Lewis,"Sharon Lewis , Floyd Kane , Vince Buda , Jenn Paul",Sharon Lewis,,"Dec 25, 2018",,1h 10m,,,
Big Time Adolescence,", Pete Davidson, Griffin Gluck, Jon Cryer, Oona Laurence, Sydney Sweeney, Emily Arlook, Julia Murney",R (Drug Content|Alcohol Use|Pervasive Language|Sexual References),Comedy,English,Jason Orley,"Jeremy Garelick , Mickey Liddell , Mason Novick , Will Phelps , Pete Shilaimon , Glen Trotiner",Jason Orley,"Mar 13, 2020 limited","Mar 13, 2020",,1h 30m,Neon,,
Monos,", Julianne Nicholson, Moises Arias, Sofia Buenaventura, Julián Giraldo, Karen Quintero, Laura Castrillón, Deibi Rueda, Paul Cubides, Sneider Castro",R (Language|Drug Use|Some Sexual Content|Violence),"Mystery & thriller, 
                        
                        Adventure",English,Alejandro Landes,"Fernando Epstein , Alejandro Landes , Cristina Landes , Santiago A. Zapata","Alejandro Landes , Alexis Dos Santos","Sep 13, 2019 limited","Sep 13, 2019",$405.1K,1h 42m,Neon,Dolby Digital,Scope (2.35:1)
Crawlers,", Jason Saucier, Mary Sellers, Bubba Reeves, Chelsi Stahr, Vince O'Neil, Billy Buttler, Jaymzlinn Saxton",R,Horror,English,"Fabrizio Laurenti , Joe D'Amato",,,,"Mar 22, 2018",,1h 34m,,,
Knives and Skin,", Marika Engelhardt, Grace Smith, Ireon Roach, Kayla Carter, Tim Hopper, Kate Arrington, Audrey Francis, James Vincent Meredith, Ty Olwin",,"Mystery & thriller, 
                        
                        Drama",English,Jennifer Reeder,"Brian Hieggelke , Jan Hieggelke",Jennifer Reeder,"Dec 6, 2019 limited","Dec 8, 2019",,1h 52m,IFC Midnight,,Scope (2.35:1)
After Parkland,,,Documentary,English,"Jake Lefferman , Emily Taguchi",,,"Nov 29, 2019 limited","Feb 19, 2020",,1h 28m,Kino Lorber,,
Getaway,", Ethan Hawke, Selena Gomez, Jon Voight, Rebecca Budig, Bruce Payne, Paul Freeman, Ivailo Geraskov, Dimo Alexiev, Velislav Pavlov, Dejan Angelov",PG-13 (Language|Intense Action|Some Rude Gestures|Violence and Mayhem Throughout),"Action, 
                        
                        Mystery & thriller",English,Courtney Solomon,"Courtney Solomon , Allan Zeman , Moshe Diamant , Christopher Milburn","Sean Finegan , Gregg Maxwell Parker","Aug 30, 2013 wide","Nov 26, 2013",$10.5M,1h 29m,Warner Bros. Pictures,"Datasat, SDDS, Dolby Digital",
