Title,Genres,Runtime,Rating,Director,Age rating,Year,Cast,Amazon Prime Video,Disney Plus,Hulu,Netflix
Expedition Unknown,"Documentary, Reality TV",44min,88%  8.2 (3k),,TV-14,(2015),", Josh Gates",,,,
Warriors of Liberty City,"Documentary, Sport",56min,77%  7.3,,,(2018),,1 Season HD ,,,
Cake Wars,"Kids & Family, Reality TV",42min,59%  6.3,,TV-Y,(2015),", Richard Ruskell, Waylynn Lucas",,,,
Cupcake Wars,Reality TV,43min,62%  5.8,,TV-G,(2010),,,,,
Just Between Lovers,"Drama, Romance",1h 13min,87%  8.2 (2k),Kim Jin-won,TV-14,(2017),", Lee Jun-ho, Won Jin-a, Lee Ki-woo, Kang Han-na, Kim Hye-jun, Yoon Se-ah, Kim Kang-hyun, Na Moon-hee, Yoon Yoo-sun, Ahn Nae-sang, Han Seo-jin, Park Hee-von, Kim Min-gue, Tae In-ho, Park Si-eun, Park Gyu-young",,,,1 Season HD 
America To Me,Documentary,1h 2min,83%  7.2,,TV-MA,(2018),", Brendan Barrette, Diane Barrios-Smith, Jada Buford, Charles Donalson, Caroline Robling-Griest, Ke'Shawn Kumsa, Grant Lee, Kendale McCoy, Terrence Moore, Tiara Oliphant, Chanti Relf, Gabe Townsell, Jessica Stovall",1 Season HD ,,,
Perro Amor,"Comedy, Drama",45min,68%  6.3,,TV-14,(2010),", Ana Lucía Domínguez, Carlos Ponce, Maritza Rodriguez, Khotan Fernández, Maritza Bustamante, Zully Montero, Elluz Peraza, Víctor Cámara, Rodrigo De la Rosa",,,1 Season HD ,
Rosa Diamante,"Mystery & Thriller, Drama, Romance",41min,86%  8.3,,TV-14,(2012),", Carla Hernández, Mauricio Ochmann, Lupita Ferrer, Claudia Ramírez, Begoña Narváez, Sofía Lama, Tsuria Díaz, Sofía  Ruiz, Patricio Castillo, Luis Xavier Cavazos, Manuel Balbi, Néstor Rodulfo, Marco de Paula",,,1 Season HD ,
Life of Kylie,Reality TV,21min,58%  3.4 (1k),,TV-14,(2017),", Kylie Jenner, Jordyn Woods, Victoria Villarroel",,,,
Casual,"Comedy, Drama",29min,80%  7.5 (8k),,TV-MA,(2015),", Michaela Watkins, Tommy Dewey, Tara Lynne Barr",,,4 Seasons HD ,
Alone Together,"Comedy, Drama",20min,69%  6.7 (2k),,TV-14,(2018),", Ray Martin, Christian Van Vuuren, Anne Edmonds, Ryan Shelton, Becky Lucas, Bjorn Stewart, Adele Vuko, Father Bob Maguire",,,2 Seasons HD ,
The Thundermans,"Action & Adventure, Science-Fiction, Comedy, Drama, Kids & Family",24min,77%  5.7 (5k),,TV-G,(2013),", Kira Kosarin, Jack Griffo, Addison Riecke, Diego Velazquez, Maya Le Clark, Chris Tallman, Rosa Blasi, Edward Chiodo, Audrey Whitby",,,4 Seasons HD ,
Marido en Alquiler,"Drama, Romance",48min,86%  8.3,,TV-14,(2013),", Gabriel Coronel, Sonya Smith, Juan Soler, Sarah Mintz, Miguel Varoni, Roberto Manrique, Kimberly Dos Ramos, Ricardo Chávez, Ana Carolina Grajales, Paulo Quevedo, Sandra Destenave, Natasha Domínguez",,,1 Season HD ,
UnREAL,"Drama, Comedy",42min,79%  7.8 (14k),,TV-14,(2015),", Shiri Appleby, Constance Zimmer, Jeffrey Bowyer-Chapman, Craig Bierko, François Arnaud",,,,
Home Town,"Reality TV, Kids & Family",42min,89%  8.1 (1k),,TV-G,(2016),", Erin Napier, Ben Napier",,,,
Ancient Top 10,"Documentary, History",40min,83%  7.5,Stuart Clarke,TV-14,(2016),,,,1 Season HD ,
The Librarians,"Action & Adventure, Comedy, Drama, Fantasy",43min,81%  7.3 (21k),,TV-14,(2014),", Rebecca Romijn, Christian Kane, John Harlan Kim, Lindy Booth, John Larroquette",,,4 Seasons HD ,
The Legend of the Blue Sea,"Science-Fiction, Fantasy, Romance, Comedy, Drama",1h 0min,84%  8.1 (9k),Jin Hyuk,TV-14,(2016),", Jun Ji-hyun, Lee Min-ho , Lee Hee-jun, Shin Won-ho, Lee Ji-hoon, Hwang Shin-hye, Choi Jung-woo, Na Young-hee, Shin Hye-sun, Moon So-ri, Sung Dong-il, Park Hae-soo, Krystal Jung, Shin Eun-soo, Kal So-won, Jinyoung, Jeon Jin-seo",,,1 Season HD ,
Nine for IX,"Documentary, Sport",52min,71%  6.4,Ava DuVernay,TV-G,(2013),,,,,
Weediquette,Documentary,31min,84%  8.1,,TV-14,(2016),", Krishna Andavolu",,,3 Seasons HD ,
I Love Jenni,"Reality TV, Comedy, Drama, Music & Musical",43min,46%  8.5,,TV-14,(2013),", Jenni Rivera",,,3 Seasons HD ,
When Shall We Kiss,"Comedy, Drama, Romance",31min,82%  7.8,,,(2011),", Simon Kornél, Dorina Martinovics, Pokorny Lia, György Gazsó, Ildikó Tornyi",,,,
Doozers,"Animation, Kids & Family",13min,80%  7.3,,TV-Y,(2014),", Jacob Ewaniuk, Trek Buccino, Jenna Warren, Millie Davis",,,2 Seasons HD ,
The Strain,"Drama, Mystery & Thriller, Science-Fiction, Fantasy, Horror",46min,82%  7.3 (82k),,TV-MA,(2014),", Corey Stoll, Kevin Durand, Miguel Gómez, David Bradley, Jonathan Hyde, Richard Sammel, Max Charles, Ruta Gedmintas, Rupert Penry-Jones",,,4 Seasons HD ,
All Night,Comedy,23min,70%  5.9,,TV-14,(2018),", Ty Doran, Tetona Jackson, Jenn McAllister, Eva Marisol Gutowski, Brec Bassinger",,,1 Season HD ,
My Name Is Earl,Comedy,23min,85%  7.8 (104k),,TV-14,(2005),", Jason Lee, Ethan Suplee, Nadine Velazquez, Jaime Pressly, Noah Crawford, Eddie Steeples, Louis T. Moyle, Trey Carlisle, Mike Cochrane, Elora Night",,,4 Seasons HD ,
Witches of East End,"Drama, Science-Fiction, Horror, Comedy, Fantasy",42min,82%  7.5 (26k),Allan Arkush,TV-MA,(2013),", Julia Ormond, Mädchen Amick, Jenna Dewan, Rachel Boston, Daniel Di Tomasso, Eric Winter",,,2 Seasons HD ,
Bajo el Mismo Cielo,"Drama, Romance",44min,46%  8.0,,TV-14,(2015),", Raúl Arrieta, Fabian Hernandez, Gabriel Porras, María Elisa Camargo, Erika de la Rosa, Luis Ernesto Franco, Alejandro Speitzer, Liz Gallardo, Kendra Santacruz, Oka Giner, Keller Wortham, José Guillermo Cortines, Ximena Ayala",,,1 Season HD ,
Tierra de Reyes,Drama,44min,83%  7.4,,TV-14,(2014),", Ana Lorena Sanchez, Christian de la Campa, Scarlet Gruber, Aarón Díaz, Gonzalo García Vivanco, Kimberly Dos Ramos, Fabián Ríos, Sonya Smith, Gabriel Rossi",,,1 Season HD ,
The First 48,"Drama, Documentary, Reality TV, Crime",44min,89%  8.2 (3k),,TV-14,(2004),,,,,
Friday Night Lights,"Drama, Sport",43min,91%  8.7 (67k),,TV-14,(2006),", Kyle Chandler, Connie Britton, Aimee Teegarden, Michael B. Jordan, Jurnee Smollett, Dora Madison, Grey Damon, Matt Lauria",5 Seasons HD ,,,
Tokyo Ghoul,"Action & Adventure, Fantasy, Horror, Mystery & Thriller, Animation, Drama",24min,90%  7.8 (55k),,TV-MA,(2014),", Natsuki Hanae, Sora Amamiya, Shintaro Asanuma, Takahiro Sakurai, Sumire Morohoshi, Yuuya Uchida",,,3 Seasons HD ,
Magic City,"Drama, Crime",52min,78%  7.6 (12k),,TV-MA,(2012),", Jeffrey Dean Morgan, Olga Kurylenko, Steven Strait, Jessica Marais, Christian Cooke, Elena Satine, Dominik Garcia, Taylor Blackwell, Danny Huston, Xavier Coronel, Carlos Guerrero, Safi El Masri",1 Season HD ,,,
Flip or Flop,Reality TV,22min,68%  6.1 (2k),,TV-G,(2013),", Tarek El Moussa, Christina Hall, Christina Hall",,,,
House Hunters Renovation,Reality TV,43min,79%  6.6,,TV-G,(2012),,,,,
Iron Chef America,Reality TV,44min,72%  7.1 (2k),,TV-G,(2005),", Guy Fieri",,,,
NYPD Blue,"Drama, Crime, Mystery & Thriller",46min,82%  7.7 (14k),,TV-14,(1993),", Dennis Franz, Mark-Paul Gosselaar, Gordon Clapp, Bill Brochtrup, Bonnie Somerville, Henry Simmons, Currie Graham, Jacqueline Obradors",12 Seasons ,,,
Shadowhunters,"Science-Fiction, Romance, Action & Adventure, Drama, Fantasy",42min,79%  6.6 (59k),,TV-14,(2016),", Katherine McNamara, Dominic Sherwood, Matthew Daddario, Harry Shum Jr., Anna Hopkins, Emeraude Toubia, Alisha Wainwright, Isaiah Mustafa, Alberto Rosende",,,3 Seasons HD ,
Deadliest Catch,"Reality TV, Documentary",47min,82%  7.8 (8k),,TV-14,(2005),", Keith Colburn, Sig Hansen",,,,
Sister Wives,Reality TV,42min,62%  4.4 (2k),,TV-14,(2010),", Kody Brown",,,,
Becoming,"Documentary, Kids & Family, History, Sport, Drama",24min,80%  7.1,,TV-14,(2020),,,1 Season HD ,,
Timeless,"Documentary, Sport",30min,43%  7.8,,,(2005),", Dhani Jones",,,,
Fantasmagorias,"Horror, Animation",3min,80%  7.0,,,(2017),,,,,
Hard Sun,"Drama, Crime, Science-Fiction, Made in Europe",57min,73%  6.5 (5k),,TV-MA,(2018),", Jim Sturgess, Agyness Deyn, Nikki Amuka-Bird, Derek Riddell, Aisling Bea, Varada Sethu, Jojo Macari, Owain Arthur, Richard Coyle",,,1 Season HD ,
Survivor,Reality TV,48min,83%  7.5 (25k),,,(2000),", Jeff Probst",,,15 Seasons HD ,
Legends,"Drama, Crime, Mystery & Thriller, Action & Adventure",44min,77%  7.4 (13k),,,(2014),", Sean Bean, Steve Kazee, Winter Ave Zoli, Klára Issová, Aisling Franciosi, Kelly Overton, Ralph Brown",,,2 Seasons HD ,
Scrubs,"Comedy, Drama",24min,90%  8.4 (258k),,TV-14,(2001),", Zach Braff, Donald Faison, John C. McGinley, Eliza Coupe, Kerry Bishé, Michael Mosley, Dave Franco",,,9 Seasons HD ,
The Girlfriend Experience,Drama,28min,78%  7.0 (10k),,,(2016),", Julia Goldani Telles",1 Season HD ,,,
Better Off Ted,"Comedy, Science-Fiction",23min,85%  8.2 (26k),,TV-PG,(2009),", Jay Harrington, Portia de Rossi, Andrea Anders, Jonathan Slavin, Malcolm Barrett, Isabella Acres",,,2 Seasons HD ,
One Tree Hill,"Drama, Romance, Sport",48min,86%  7.8 (81k),,TV-14,(2003),", James Lafferty, Bethany Joy Lenz, Paul Johansson, Sophia Bush, Jackson Brundage, Robert Buckley, Austin Nichols, Shantel VanSanten, Stephen Colletti, Lisa Goldstein, Lee Norris",,,9 Seasons HD ,
Wasteland,"Mystery & Thriller, Drama, Crime, Made in Europe",57min,80%  8.0 (2k),,,(2016),", Zuzana Stivínová, Jaroslav Dušek, Eliška Křenková, Leoš Noha, Roman Skamene, Eva Holubová, Petra Špalková, Janek Gregor, Jan Cina",,,,
Uncle Grandpa,"Science-Fiction, Comedy, Animation, Kids & Family, Fantasy",14min,50%  4.3 (6k),,,(2013),", Peter Browngardt, Eric Bauza, Kevin Michael Richardson, Adam DeVine, Tom Kenny, Audie Harrison, Eric Bauza",,,5 Seasons HD ,
Dollhouse,"Drama, Science-Fiction, Action & Adventure, Mystery & Thriller",45min,82%  7.7 (49k),,,(2009),", Eliza Dushku, Fran Kranz, Olivia Williams, Dichen Lachman, Enver Gjokaj, Tahmoh Penikett, Harry Lennix, Amy Acker",,,2 Seasons HD ,
The Glades,"Action & Adventure, Drama, Crime",43min,80%  7.4 (13k),,TV-14,(2010),", Matt Passmore, Kiele Sanchez, Carlos Gómez, Michelle Hurd, Jordan Wall, Uriah Shelton",,,4 Seasons HD ,
ER,"Drama, Documentary, Romance",49min,84%  7.4,,TV-14,(1994),", Parminder Nagra, Linda Cardellini, David Lyons, Angela Bassett, Maura Tierney, John Stamos, Scott Grimes",,,15 Seasons HD ,
Breakout Kings,"Action & Adventure, Drama, Mystery & Thriller, Crime",43min,75%  7.2 (15k),,TV-14,(2011),", Laz Alonso, Domenick Lombardozzi, Serinda Swan, Jimmi Simpson, Brooke Nevin, Jason Cerbone, Mark Day, Rufus Crawford, Malcolm Goodwin",,,2 Seasons HD ,
Lie to Me,"Drama, Mystery & Thriller, Crime",46min,87%  8.0 (121k),,TV-14,(2009),", Tim Roth, Kelli Williams, Monica Raymund, Brendan Hines, Hayley McFarland",,,3 Seasons HD ,
Living Single,Comedy,24min,86%  7.6 (5k),,TV-14,(1993),", Queen Latifah, Kim Coles, Erika Alexander, Terrence 'T.C.' Carson, John Henton, Kim Fields, Mel Jackson",,,5 Seasons HD ,
Teenage Mutant Ninja Turtles,"Science-Fiction, Action & Adventure, Crime, Kids & Family, Animation, Comedy, Drama, Fantasy, Mystery & Thriller, Horror",24min,89%  7.9 (11k),,TV-Y7,(2012),", Seth Green, Rob Paulsen, Sean Astin, Greg Cipes, Mae Whitman, Josh Peck",,,,
Nashville,"Drama, Music & Musical, Romance",43min,78%  7.7 (26k),,TV-14,(2012),", Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson, Lennon Stella, Maisy Stella, Sam Palladio",,,6 Seasons HD ,
Lost,"Action & Adventure, Science-Fiction, Mystery & Thriller, Drama, Fantasy",44min,90%  8.3 (558k),,TV-14,(2004),", Naveen Andrews, Nestor Carbonell, Henry Ian Cusick, Emilie de Ravin, Michael Emerson, Jeff Fahey, Matthew Fox, Jorge Garcia, Josh Holloway, Daniel Dae Kim, Yunjin Kim, Ken Leung, Evangeline Lilly, Elizabeth Mitchell, Terry O'Quinn, Zuleikha Robinson",,,6 Seasons HD ,
Cold Case Files,"Mystery & Thriller, Documentary, Crime",44min,89%  8.0 (1k),,TV-PG,(1999),", Bill Kurtis",,,,
Ghost Adventures,"Reality TV, Documentary, History, Mystery & Thriller, Science-Fiction",43min,85%  7.3 (9k),,TV-PG,(2008),", Zak Bagans, Aaron Goodwin, Billy Tolley, Jay Wasley",,,,
The Dick Van Dyke Show,"Comedy, Kids & Family",30min,88%  8.4 (10k),,TV-G,(1961),", Dick Van Dyke, Mary Tyler Moore, Rose Marie, Morey Amsterdam, Larry Mathews",,,,
Clarence,"Animation, Comedy, Kids & Family",14min,80%  6.8 (10k),,TV-PG,(2014),", Spencer Rothbell, Tom Kenny, Sean Giambrone",1 Season HD ,,,
Kitchen Nightmares,Reality TV,44min,82%  7.5 (13k),,TV-14,(2007),", Gordon Ramsay",,,6 Seasons HD ,
Bunheads,"Comedy, Drama, Kids & Family, Romance",47min,80%  7.6 (8k),,TV-14,(2012),", Sutton Foster, Kelly Bishop, Julia Goldani Telles, Bailey De Young, Emma Dumont, Kaitlyn Jenkins",,,1 Season HD ,
Steven Universe,"Action & Adventure, Kids & Family, Science-Fiction, Animation, Comedy, Drama, Fantasy, Mystery & Thriller",11min,92%  8.2 (34k),,,(2013),", Zach Callison, Estelle, Michaela Dietz, Deedee Magno, Shelby Rabara, Jennifer Paz, Grace Rolek, Tom Scharpling",,,4 Seasons HD ,
Malcolm in the Middle,"Drama, Comedy, Kids & Family",23min,92%  8.1 (133k),,TV-PG,(2000),", Frankie Muniz, Jane Kaczmarek, Bryan Cranston, Justin Berfield, Erik Per Sullivan, Christopher Masterson, James Rodriguez, Lukas Rodriguez",,,7 Seasons HD ,
Revenge,"Drama, Mystery & Thriller",43min,85%  7.8 (120k),,TV-14,(2011),", Vera Strokova, Madlen Dzhabrailova, Evgeniy Stychkin",,,4 Seasons HD ,
East Los High,Drama,23min,77%  6.8,,TV-14,(2013),", Danielle Vega, Gabriel Chavarria, Alicia Sixtos, Vannessa Vasquez, Alexandra Rodriguez",,,5 Seasons HD ,
The Mick,Comedy,22min,81%  7.8 (15k),,TV-14,(2017),", Kaitlin Olson, Sofia Black-D'Elia, Thomas Barbusca, Jack Stanton, Carla Jimenez, Scott MacArthur",,,2 Seasons HD ,
The Unit,"Action & Adventure, War & Military, Drama, Mystery & Thriller",45min,84%  8.0 (22k),,TV-14,(2006),", Dennis Haysbert, Regina Taylor, Scott Foley, Audrey Marie Anderson, Max Martini, Abby Brammell, Michael Irby, Robert Patrick, Nicole Steinwedell",,,4 Seasons HD ,
Prison Break,"Drama, Action & Adventure, Mystery & Thriller, Crime, Made in Europe",50min,91%  8.3 (511k),,,(2005),", Wentworth Miller, Dominic Purcell, Sarah Wayne Callies, Paul Adelstein, Rockmond Dunbar, Robert Knepper, Amaury Nolasco, Inbar Lavi, Augustus Prew, Mark Feuerstein",,,5 Seasons HD ,
Sonic Boom,"Science-Fiction, Action & Adventure, Comedy, Kids & Family, Fantasy, Animation",11min,80%  6.8 (6k),,TV-Y7,(2014),", Roger Craig Smith, Colleen O'Shaughnessey, Travis Willingham, Cindy Robinson, Nika Futterman, Mike Pollock, Kirk Thornton, Wally Wingert, Bill Freiberger",,,2 Seasons HD ,
The Exorcist,"Mystery & Thriller, Drama, Horror",43min,84%  7.9 (29k),,TV-14,(2016),", Alfonso Herrera, Ben Daniels, John Cho, Li Jun Li, Kurt Egyiawan, Brianna Hildebrand, Hannah Kasulka, Beatrice Kitsos",,,2 Seasons HD ,
Maid-sama,"Drama, Comedy, Animation, Romance",24min,90%  7.9 (7k),,TV-14,(2010),", Kenichi Suzumura, Shiibashi Kazuyoshi, Riyama Takuya, Ayumi Fujimura, Nobuhiko Okamoto, Kaori Ishihara, Mariya Ise, Kana Hanazawa, Kana Asumi, Aki Toyosaki, Yu Kobayashi, Kohsuke Toriumi, Yoshimasa Hosoya, Takuma Terashima, Atsushi Abe, Mitsuhiro Ichiki, Kana Ueda, Tetsuya Kakihara, Hiromi Igarashi",,,1 Season HD ,
Man Seeking Woman,"Comedy, Fantasy, Romance",22min,80%  7.8 (10k),,TV-MA,(2015),", Jay Baruchel, Eric André, Britt Lower, Katie Findlay",,,,
Rosewood,"Drama, Romance, Crime",44min,74%  6.7 (8k),,TV-14,(2015),", Morris Chestnut, Anna Konkle, Lorraine Toussaint, Domenick Lombardozzi, Jaina Lee Ortiz, Gabrielle Dennis, Eddie Cibrian",,,2 Seasons HD ,
Son of Zorn,"Comedy, Animation, Fantasy",22min,70%  6.8 (4k),,TV-14,(2016),", Tim Meadows, Jason Sudeikis, Cheryl Hines, Johnny Pemberton, Artemis Pebdani",,,1 Season HD ,
Freakish,"Science-Fiction, Action & Adventure, Drama, Horror, Mystery & Thriller",23min,70%  6.1 (2k),,TV-14,(2016),", Leo Howard, Liza Koshy, Tyler Chase, Meghan Rienks, Adam Hicks, Niki DeMartino, Brant Daugherty, Saxon Sharbino, Jordan Calloway",,,2 Seasons HD ,
Futurama,"Comedy, Science-Fiction, Animation, Action & Adventure, Kids & Family",23min,93%  8.5 (240k),,TV-14,(1999),", Billy West, John DiMaggio, Katey Sagal, Phil LaMarr, Lauren Tom, Tress MacNeille, David Herman, Frank Welker, Maurice LaMarche",,,10 Seasons HD ,
Terrific Trucks,"Animation, Kids & Family",21min,29%  6.1,,TV-Y,(2016),,,,,
Chance,"Drama, Mystery & Thriller, Music & Musical",47min,80%  7.6 (10k),,TV-MA,(2016),", Hugh Laurie, Ethan Suplee, Greta Lee, Stefania LaVie Owen, Clarke Peters, Brian Goodman, Paul Schneider",,,2 Seasons HD ,
Black Clover,"Fantasy, Science-Fiction, Mystery & Thriller, Animation, Action & Adventure, Comedy, Drama",23min,92%  8.3 (24k),,TV-14,(2017),", Gakuto Kajiwara, Nobunaga Shimazaki, Kana Yuuki, Junichi Suwabe, Asuka Nishi, Aya Uchida, Ayumu Murase, Daiki Hamano, Jun Fukuyama, Genki Muro, Satoshi Hino, Kiyono Yasuno, Nana Mizuki, Minami Takahashi, Masayuki Akasaka, Kenichirou Matsuda, Hikaru Midorikawa, Toshiyuki Morikawa, Daisuke Ono, Takuma Terashima",,,,
The Last Man on Earth,"Drama, Romance, Science-Fiction, Action & Adventure, Comedy",22min,78%  7.3 (59k),,,(2015),", Will Forte, Kristen Schaal, Cleopatra Coleman, January Jones, Mel Rodriguez, Keith L. Williams, Mary Steenburgen",,,4 Seasons HD ,
30 Rock,"Comedy, Sport",25min,86%  8.3 (125k),,TV-14,(2006),", Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack McBrayer, Scott Adsit, Judah Friedlander, Keith Powell, Maulik Pancholy",,,7 Seasons HD ,
Fugget About It,"Animation, Comedy, Crime",22min,80%  6.9 (1k),,TV-MA,(2012),", Danny Smith",3 Seasons HD ,,,
Doc Martin,"Comedy, Drama, Romance, Made in Europe",48min,91%  8.4 (17k),,TV-14,(2004),", Martin Clunes, Caroline Catz, Joe Absolom, Ian McNeice, Selina Cadell",,,,
Family Matters,"Comedy, Drama, Kids & Family, Science-Fiction",24min,75%  6.6 (28k),,TV-G,(1989),", Reginald VelJohnson, Darius McCrary, Kellie Shanygne Williams, Jaleel White",,,9 Seasons HD ,
Peep Show,"Comedy, Made in Europe",25min,90%  8.7 (61k),,TV-MA,(2003),", Robert Webb, David Mitchell",,,,
Bones,"Crime, Comedy, Drama, Romance",47min,90%  7.8 (162k),,TV-14,(2005),", Emily Deschanel, David Boreanaz, John Boyd, Michaela Conlin, Tamara Taylor, T.J. Thyne",1 Season ,,,
The Carmichael Show,Comedy,21min,81%  7.7 (3k),,TV-14,(2015),", Jerrod Carmichael, Amber Stevens West, Lil Rel Howery, Tiffany Haddish, Loretta Devine, David Alan Grier",,,3 Seasons HD ,
NASA X,Kids & Family,24min,1%,,TV-G,(2012),,,,3 Seasons HD ,
The Mindy Project,Comedy,22min,75%  7.5 (32k),,TV-PG,(2012),", Mindy Kaling, Ed Weeks, Ike Barinholtz, Beth Grant, Xosha Roquemore, Fortune Feimster",6 Seasons HD ,,,
Top of the Lake,"Crime, Drama, Mystery & Thriller, Made in Europe",58min,79%  7.4 (36k),,TV-MA,(2013),", Elisabeth Moss, David Dencik, Nicole Kidman, Gwendoline Christie, Alice Englert, Linda Ngo, Jacqueline Joe, Jenny Wu",,,2 Seasons HD ,
Afro Samurai,"Drama, Action & Adventure, Animation, Fantasy",25min,81%  7.6 (17k),Fuminori Kizaki,TV-MA,(2007),", Samuel L. Jackson, Phil LaMarr, Yuri Lowenthal, Ron Perlman, James Arnold Taylor, Greg Eagles, Jason Marsden, Tara Strong, Terrence 'T.C.' Carson, Kelly Hu",,,1 Season HD ,
Aquarion,"Science-Fiction, Action & Adventure, Animation",27min,69%  5.9,,TV-PG,(2005),", Nobunaga Shimazaki, Ayane Sakura, Ari Ozawa, Haruka Chisuga, Jouji Nakata, Ryoko Shiraishi, Saima Nakano, Takayuki Asai, Yuichiro Umehara, Yuuto Adachi, Jin Yamanoi, Masao Komaya, Takahiro Yoshino, Tomoe Hanba, Yutaka Nakano",,,,
Aquarion EVOL,"Drama, Science-Fiction, Action & Adventure, Animation, Romance, Comedy",24min,78%  6.8,,TV-14,(2012),", Yuki Kaji, Ai Kayano, Kana Hanazawa, Koki Uchiyama, Kensuke Sato, Ayumi Fujimura, Daisuke Namikawa, Hiroki Yasumoto, Jun Fukushima, Keiji Fujiwara, Kenichi Suzumura, Kohsuke Toriumi, Megumi Nakajima, Sakura Tange, Sanae Kobayashi, Yui Ogura, Junichi Suwabe, Hiroki Touchi, Kiyono Yasuno, Rie Tanaka, Yuichi Nakamura",,,,
Basilisk,"War & Military, Action & Adventure, Science-Fiction, History, Romance, Animation, Drama, Fantasy",24min,84%  7.8 (4k),,TV-MA,(2005),", Inori Minase, Reina Ueda, Tasuku Hatanaka, Yui Horie, Takuya Kirimoto",,,,
Black Lagoon,"Action & Adventure, Drama, Animation, Crime, Comedy, Mystery & Thriller",25min,87%  7.9 (15k),,TV-MA,(2006),", Hiroaki Hirata, Tsutomu Isobe, Megumi Toyoguchi, Daisuke Namikawa, Mami Koyama, Jun Karasawa",,,1 Season HD ,
Brothers Conflict,"Animation, Comedy, Romance",23min,76%  5.9,,TV-14,(2013),", Ken Takeuchi, Tomoaki Maeno, Kenichi Suzumura, Daisuke Namikawa, Rina Sato, Daisuke Ono, Junichi Suwabe, Kohsuke Toriumi, Yoshimasa Hosoya",,,,
Corpse Princess,"Science-Fiction, Action & Adventure, Fantasy, Horror, Mystery & Thriller, Animation, Drama",23min,83%  7.1,,TV-MA,(2008),", Chise Nakamura, Keiji Fujiwara, Nana Akiyama, Tatsuya Hasome, Chika Fujimura, Fuyuka Ono, Hidetoshi Nakamura, Kiyotaka Furushima, Michi Niino, Mitsuru Miyamoto, Nobutoshi Canna, Takaya Hashi, Tooru Nara, Toru Okawa, Yui Horie, Aoi Yuki, Junichi Suwabe, Saeko Chiba, Tokuyoshi Kawashima, Tomokazu Sugita, Miwa Kouzuki, Masaki Terasoma, Mika Kikuchi, Yuka Hirata, Yui Horie, Yui Horie, Yuki Hayashi",,,1 Season HD ,
Dragonar Academy,"Animation, Action & Adventure, Comedy, Fantasy, Romance",24min,77%  6.6,,TV-MA,(2014),", Mariya Ise, Ayane Sakura, Ayane Sakura, Tomoaki Maeno, Genki Muro, Kouji Takahashi",,,1 Season HD ,
Eden of the East,"Action & Adventure, Drama, Romance, Mystery & Thriller, Animation, Comedy",22min,80%  7.5 (3k),,TV-MA,(2009),", Saori Hayami, Ryohei Kimura, Atsushi Miyauchi, Ayaka Saito, Hayato Taya, Kimiko Saito, Motoyuki Kawahara, Nobuyuki Hiyama, Rei Igarashi, Sakiko Tamagawa, Takuya Eguchi, Kaya Matsutani, Mantarô Iwao",,,,
FLCL,"Science-Fiction, Action & Adventure, Comedy, Drama, Fantasy, Animation",23min,88%  8.1 (18k),,TV-MA,(2000),", Mayumi Shintani, Karen Miyama, Yuri Yoshida, Mutsumi Tamura, Riho Iida, Katsuyuki Konishi, Takuma Nagatsuka, Ryota Suzuki, Katsuji Mori, Kaya Matsutani, Yutaka Aoyama, Maho Masaka, Miki Ito",,,1 Season HD ,
Garo The Animation,"Science-Fiction, Fantasy, Horror, Mystery & Thriller, Animation, Action & Adventure",24min,84%  6.7,,TV-MA,(2014),", Katsuhito Nomura, Natsumi Tada, Mayu Udono, Mari Doi, Madoka Aiba, Romi Park, Kenyu Horiuchi, Daisuke Namikawa, Takaya Hashi, Hironobu Kageyama, Kousuke Goto, Yumi Sudo",,,,
